principal_component_0;principal_component_1;principal_component_2;principal_component_3;principal_component_4;principal_component_5;principal_component_6;principal_component_7;principal_component_8;principal_component_9;principal_component_10;principal_component_11;principal_component_12;principal_component_13;principal_component_14;principal_component_15;principal_component_16;principal_component_17;principal_component_18;principal_component_19;principal_component_20;principal_component_21;principal_component_22;principal_component_23;principal_component_24;principal_component_25;principal_component_26;principal_component_27;principal_component_28;principal_component_29;class
7.327147928491671;14.220972055578189;-9.767213617721197;0.028625419035205234;4.74016035210185;6.321044543203371;3.149382667548975;-4.187489765585;3.609370872336061;-2.4757803850308076;4.318072787730675;5.175918171927394;0.6702849874825502;16.308262510737123;4.544106895179624;-1.3647428663016612;16.658892084320208;-5.828316361504233;8.901534913134975;-5.99431173659812;-1.6516616741611423;8.422093130943576;-0.5839031257918296;3.4435576412538174;5.991101036175825;-1.3807337907145354;3.670957493079758;8.100966897050458;-0.5221800859882058;3.652649507232986;bombay
8.133123275326952;-10.14419350795775;-3.511894043470648;0.9156975231721273;3.1128898518588084;2.0527521819229975;6.863067863219978;1.102408835445555;-0.2387050277890772;-6.226710072139931;0.31394437164541916;-1.6206762295956572;4.270742243992499;0.6917804244840907;8.366583772953657;-3.9253155646050892;-1.3446474901771033;-2.296738985195562;-0.958442637000314;0.07594677144710413;2.364542694848095;-4.964754208176465;-6.692022929315017;-2.0517929684303065;-1.7930308781017723;3.358936130231687;0.4656475221784743;-2.695541492887001;-3.0228061075942265;1.9943318536707577;staffordshire_bull_terrier
-4.049249780529525;2.914435462076242;-2.594206867058266;14.670533147527065;-3.740673720174742;5.466038949335517;7.8820953328704855;-4.853484714037438;-2.090793731053875;4.854610272997385;-2.1708550796033963;1.4671718388925887;-2.0183524314909618;1.0752466768670639;-5.7481859357890785;-0.37540477380508586;-4.370526576532748;2.3741375945953407;6.801174187881416;-0.9857186232986813;-3.946063081560686;0.6232223577397102;-2.5491824058511896;-0.9405524763950013;2.482725952182679;-4.295522942211695;0.7094738976367468;-0.7789539157983216;12.896507409912482;1.986019295938529;staffordshire_bull_terrier
8.048866145778936;3.0335235341295457;-4.468572578234248;19.108539583192165;6.929748199199367;1.5370061299673319;-5.055382365207475;2.3062288391802728;-0.4100848103497515;8.459163899317943;-8.87007619284269;2.7764988143723155;-3.553828567832586;0.570671936148774;5.683582145218349;0.2983931581917399;-4.085171927841358;-4.8047358052512354;3.49473776868617;-2.1974490664487107;2.4494919623223455;-4.304278036426585;0.9683795764402471;1.9961571727685685;-2.0811796688666444;9.312212359745255;-0.8313161682937605;1.813662964108152;3.0976106696138315;2.56900766424619;staffordshire_bull_terrier
15.23942443584112;-0.14849193991593373;9.002869756602292;0.9733978154541855;0.575370797932634;-5.10830909088437;-1.50284140733901;-4.8849083473767445;-2.832319922163487;5.283186113263088;3.6608093261080805;-2.691099859768066;9.505881665139118;2.785984852077068;-3.015202119615591;-10.169468181575054;8.42540110531808;2.253271585662948;-1.1218616487608615;4.84518615992848;2.7194469117707123;3.956096558988297;-7.642031547391612;2.89804134514988;-0.15989822983527052;-4.12667762111202;7.047592824961905;-11.165071584139032;2.603314042614402;0.533203590628019;staffordshire_bull_terrier
-14.332806803797611;14.823814962222345;16.17868346836583;-1.461366672047167;-4.2476286344125835;-7.006582936334805;-8.621704390862345;0.8270474038792883;9.510761233337272;-3.120596033986939;-6.867766242757275;-0.5256838934665405;-4.769894647447941;-2.891346068955128;5.965893578255485;-0.6373485261592848;-1.0093089761971894;-3.8830348150762504;5.6737753721426945;-9.704716056529364;2.593973878253314;-4.003501360694715;5.553551135800976;-0.6058881729191481;0.28785972465550475;3.9270479017896878;-6.25978733024881;-3.1182003656433968;-0.6810282704475203;-3.286784494445675;samoyed
17.103072644987805;0.5732827541884529;1.758293248333284;-1.41320520579596;-5.534557342961682;9.155763882602232;10.618248773692583;-7.384685343818446;2.6098305709273313;-3.9901507474275415;2.9955311223103434;1.6449638614709767;2.6250972830635533;-7.316208385229413;0.23965729539574143;-2.4601263140527565;-3.730056737362709;-2.754908342649956;-0.9515920512072755;0.733877137299823;-3.356729443067784;-5.315865042779656;-1.6818714504193908;3.8390475966421;-4.028953823030315;-0.21383816071656236;6.409864413899848;8.15341377296519;-1.215136055816938;6.410951317980425;bombay
-18.23349091204572;0.5561566460011084;7.728345523523236;-0.3414129473092966;-0.40250077377728294;6.613907811211463;9.5187948258665;9.432321091509378;-2.119899351449234;-3.170628256899072;-0.9949953283602567;2.2603848018403;1.550004834579228;-1.1808483944777624;-2.6607120107677815;-0.6068295866891151;1.6999414592403248;-0.7734913078228675;3.5554095796988348;-2.994803152270237;-7.074734726123078;-6.415168948911775;8.965122189960463;8.807810638650036;1.8962267390056802;-3.1238992153186236;1.2280158822996392;-1.5961575548199236;-7.086888266726501;4.574494967390488;staffordshire_bull_terrier
-0.29293594062637884;-2.2382551872747025;-1.2029293255572733;-0.38902322151120844;-7.218290809123021;-4.394767970339915;-5.58032091854905;-1.3081217138374475;4.644320045452154;8.659665962914193;2.129292232429078;-3.0415736306583177;-1.5337559970555463;-3.280515317197145;0.8287258219312295;-1.6088124483955435;-2.1738046402143603;1.6102176083781474;5.383001995838424;-2.0028683881610836;-2.007936412224897;3.9542331360902234;0.4993910880565846;3.72225379525536;1.3781184188784055;-1.0176216109769742;0.6309950480493308;-0.848572383710428;0.5999628551163941;0.911402078206989;ragdoll
-2.3914112017887135;16.053690932231174;8.563892877899377;4.846233506411786;-0.5906635005634543;13.042271990107654;11.029760167775242;-2.575372830805346;3.9220117526155556;1.2697404376157362;-4.893830605642773;7.002584736464667;-6.190360931099771;-2.4183609074996197;-5.862015095437873;2.1378463766443536;-1.5739898928820468;3.7985456395984474;9.222311497102679;6.640941708898188;-4.833737353951949;-5.272505195244746;0.1907571098750432;-3.1571150192214272;3.024643934108442;4.615636146335391;8.903374160289799;-0.990897558553952;-1.095792441342875;12.341920927779528;bombay
-3.7684403361152756;-4.142306495661539;0.7051997607553004;-6.828779797379633;-2.594341611211681;10.635618279301474;5.05749889277648;1.8004146329744446;1.6131664454019854;1.1751462259295788;3.696420056674885;-2.6273187582553756;5.703450968296488;-1.8322452910156737;4.863516609039512;6.036638220524612;-2.606510599943802;-2.133672117060239;-1.4757766442343756;4.653763184219794;3.886996819660179;-4.197543730194268;-0.008913074091119922;-2.8293048635886646;-5.169887116395124;-1.5322643271407181;-1.326618149081393;2.063997664536602;-0.9935231577937861;-0.7800843646255918;bombay
-0.14092571560991163;-0.9316372878228126;-4.746245399706777;10.642606611789734;-6.03955211980271;-5.133321389573035;7.016419544136894;-6.519525780571513;13.979020118210986;8.916046305722485;0.05935294563674232;9.518481435244071;11.455564128715105;1.1988413292244264;-0.04862308655952862;1.1973470988272985;-5.465084965932766;-5.897387913403806;-5.67698309121169;-3.7129354188581933;-4.317984607363747;-8.56575860164621;-4.447537102106114;0.4375035549562902;-1.4195593046541155;-3.2543269465999076;-3.5121855976684415;2.084395202555435;2.579009018860912;-3.9343180524534715;ragdoll
4.195943882211126;3.8211465075313025;-2.511676587802228;2.6815319260593187;-5.269665272655472;-5.1133049432524755;2.1231211275117206;2.295876336608146;-11.82925724089571;3.951422994934103;1.3967414646924345;-0.27105771330145584;-0.6508508949913174;2.7747169019259976;5.580047350807694;-2.914751463851321;-0.6782646769812566;-0.6432036944518287;-5.284854486520794;0.9159635963911285;-3.727208569885389;7.447692938480035;1.2730372762065414;-1.3893692895150276;-8.315075115607229;-3.6169882788973053;-4.515526828183942;1.4012603412276894;-4.682191863308682;0.8098257744190174;bombay
17.95447967802933;1.5016131504522334;-5.59988496502692;2.4018649348580214;-1.044178264984212;-2.064670806046935;-2.633655176764751;0.15372847745402868;7.238017351521566;1.3537501721910912;-7.0354075423571345;8.22731978468482;5.189058244613866;1.0847210322915373;2.9642961359026176;-1.9030014810581064;-4.513635391317232;2.525819232760206;0.7857133737778891;3.1985742866305076;0.8591230463219603;-5.984220749564336;2.1307551036831254;-6.939499447037283;-2.0096866954111476;-2.994418391086212;4.724545683333365;0.9944667945394348;-3.1660001458996185;-6.693889445788684;ragdoll
4.291300938659937;-0.3488982309569259;-7.501571945184588;2.04926110607501;2.4683625060302417;-0.36108539867452377;10.62252436088777;-0.8058414509423184;2.1036703306540177;-8.875347233295415;1.8411243636258623;3.380204892533865;1.7092040801693804;-0.9895575374233965;8.876733330714774;-3.2026236232082863;-2.6955229507894627;-4.9797767808072075;-0.2745810775627939;-0.5114748003141488;-2.211506182633247;-1.365587840867667;-5.723782377935326;3.1457245207392326;2.7013784243918346;0.08045729372239908;-2.015066782365395;3.4864238701337955;-1.5790424234125915;8.532523651071683;wheaten_terrier
12.873782445603831;2.9847160096419674;-9.843837348605536;1.4593656869648812;-1.1348572908948908;-0.29788797354563185;-3.4836427978194737;4.342223074227173;7.399922220959189;10.813337097300689;4.8218792454075174;0.6118873809674956;6.699488607627462;-1.3469984960819201;-3.8556599371673843;-2.548684413500132;3.841808817705247;-2.773661698484794;-3.1962195915429565;3.2274824760757688;-1.7620054188517809;-4.880715710448669;-1.7739796434747448;-3.076066322315006;3.8363701031973396;0.9405841204272195;3.1942540549238982;-0.5150019623688624;-2.2043673709724487;-3.5265941297678314;wheaten_terrier
-2.973891182202815;5.465754842520345;7.399150500690771;12.69806539567017;2.3520698118209116;4.960511580337206;-2.3240931358785897;-1.3745318011663168;1.3241872665891476;7.405406477531026;0.7268076226784275;-2.3134540915172175;0.7431546647776089;9.02912126908172;-1.201106194646421;2.607999645534247;2.372002833128039;-1.251055398747254;0.36563523410172183;-12.433698863849102;-8.729208259547745;-6.601625195846989;-6.787782619630126;11.289762095578608;-2.976629474350909;-4.5265373757705545;2.021245606612968;-1.490894268073098;3.030158624518068;1.682846048855463;ragdoll
-12.110224073533024;-1.5754259974154465;-11.734181616363639;-0.30043660641842856;3.954800502109377;-1.337612224386923;-1.9782382399357745;0.5702886385340006;10.121945780025635;6.1278995278998885;1.2221975158647365;6.293952729027882;-8.382547168794241;-0.9046692408591592;-0.8819292437899962;-7.11136126363152;2.7064787845360367;1.714892179044235;-1.7014779368719355;-1.6079427251608696;-1.1651547990057534;2.074416993761375;-1.5476996058343375;1.9832765487929511;-2.4671572255928047;3.64312725727822;0.0681511611438655;2.7608413603259336;2.2007814100461975;-2.5302611300728133;wheaten_terrier
1.567637370773251;-6.178119107545543;-1.123563375789819;-0.8314497385057986;-5.52252976129672;14.87019192032255;3.3512680933110253;3.068408212886523;-0.56524602875856;3.0250667918513514;1.4978100278999267;3.252425443804006;-1.308696219163517;0.4648377202636188;-0.6060647841250705;1.4718993731864007;4.818317414942669;0.17544234685797933;-4.842908182446221;5.3277867758335775;2.0395236275414006;-1.903295131290011;1.9466055528005166;0.8675385868426093;6.204202527068097;2.032055604000632;2.4153324000528245;0.5774495361426761;-2.57715435678254;-8.170258612374951;bombay
3.326251809096065;-6.460797785004337;-5.824397753326187;-6.370004725087024;-0.38382204378997337;-2.089581924951768;1.0751890457549673;0.6229648341479842;0.6491199788387018;-4.830886718791198;-4.945952021212877;0.6975218089351801;-3.9256999051103514;8.02226148533418;2.560094949998581;-0.9952890161647135;-6.223548386416057;1.0295882624905095;1.4131315437567842;-0.6524878722967333;0.5208200989635011;3.5508719506115907;5.209367262162481;-5.309022654596657;0.2543353336046174;1.514081027003656;3.952754505450848;-3.020080764424571;0.6562115173562912;0.8833497177379784;bombay
1.7580159665395902;-5.549396137591943;-6.670231579467029;-1.4011632138589463;0.23298459544536124;-1.152647798422323;2.239657398944941;6.856770121240542;-0.8105518786680281;5.802354630416207;1.9089758395623542;0.20219979322283688;-1.5301923602655503;5.3788459792201975;8.496706192438284;-0.8707097494238;9.43362937253416;-0.693126040168699;-8.638174968369972;3.3032390137636285;-5.476336387449297;0.8551681170576529;-1.626192691867278;-0.2582295416066043;-0.313741431694474;0.0700026651853004;2.3732285000555295;-5.020644684970439;-4.846631183659175;-2.8772617996579792;ragdoll
-11.725513078032225;6.109327838933934;-3.1626728685947376;10.91708029723478;1.56364589775661;-1.4407876323111066;3.309210829279867;-8.78542251707312;-4.2936049735117106;0.0955217875251451;2.683427587607107;0.5036257027568986;-10.002689273220744;-4.756243006198815;0.858371743675396;1.8740070496618124;-1.1146462134087625;-4.019285423474369;6.478333609477813;0.38188117577957625;-0.41654953045927495;6.300042797508671;-7.316862452545776;-0.9609626832114837;5.5728496307697295;3.4205620155550083;1.2115041062403085;-0.6473970802844564;5.761792837720938;-8.283541135889404;bombay
-9.705990836153628;15.248558222529603;-14.371655811070251;8.519079178003865;2.047788772580854;14.839111621629028;-4.935751782035189;4.175275916477592;-8.102061372648777;-0.718621210613802;-1.4326005091777365;4.257417137409264;14.728494615409764;0.3469780399234474;0.5322542224003425;-0.43565847663578156;-5.630222659691374;-7.7623153480445835;2.830872168527435;-0.4465691886725172;7.106115448150331;-0.7487129997718752;-5.917645522858652;-4.339983014757386;-2.8309956365653735;3.985869204581142;1.24504361208925;5.957337241170863;0.41510501434689134;-0.8852575563964739;ragdoll
-14.450017525545874;2.4377529164008704;3.4763508229374276;1.6617946403893658;-2.7322659753656113;-7.61901276958218;4.49730653273658;1.1793021735450369;-8.794986005922388;5.998164065052216;-2.622697105484018;-10.210903310153649;3.487927625483316;5.750123372206134;-1.3781379614033178;1.3612111345570161;0.19815750854765948;-2.3879018460874573;-0.5392345563619325;-0.7537665608201678;-3.9565492217326605;-0.750517621026855;3.49097858400402;3.20731175275176;-6.839961234515185;-2.004081218186211;-1.5106009675608794;-4.7908626538550285;0.8559215787006421;4.405672929597219;bombay
-6.953217482345716;5.0761885888392575;-4.090673693744053;-1.5115460352292516;1.0126117685370255;-1.498098102585626;-5.4939699785433636;8.453949199679725;4.96760535402354;9.741393454783877;2.8299720624769322;-1.5961638223309633;-3.918817574283444;0.835126651779441;-3.957421867646623;-6.1971580031546925;0.2891903601713213;-0.944170847568753;-2.8472705782831165;1.0598486245289105;0.10383355473664495;0.7658748552120116;4.080246205093073;2.0216303774068107;-6.051600383375528;-0.8204314338936324;1.5109027941152713;-3.921012419468068;-4.741366450841434;-1.7691138554555794;wheaten_terrier
8.79255168594047;5.63192463657266;3.131136063698193;-0.43929060621024607;3.2182899025444582;-2.0536910628824185;-1.289767362712247;7.196955274564228;-2.029660242665237;2.73977098146537;4.017144761432973;1.6775606262599148;7.750078519808735;4.717046880158986;-1.965875189319934;-12.802391340378865;1.618069661188417;-2.622868249353816;3.8083726612853437;6.413442816169326;-4.700429161980785;0.2616728442334134;0.988290539521345;-1.5861275487510849;-3.386270105452465;-2.9363364776626226;1.9941977112860703;2.470083671979962;-1.493342872762662;6.332375438015986;wheaten_terrier
3.025658612663291;0.7308093661035255;5.072546397270115;-1.4643682822500113;-2.5504933204873326;-7.253268789338628;-7.721871421891239;13.391591910069465;4.77029646658784;0.05358842735146636;-4.183811524330892;1.2627375034642838;-1.328318611211251;-4.272188189919764;-1.2718856959602436;-5.23503323831106;1.3598977100143654;-0.9046115220842764;-1.5534966500759297;-1.2678821315024298;-0.43291752180045817;3.4490051964844946;-2.442826184170741;3.610262629007135;0.6165953689842472;-2.9432475133406455;-3.468817939036393;0.9270257226196378;-2.1130504987830547;-5.240908449729022;wheaten_terrier
-4.921019503417752;-0.8808475463329366;0.8162740554680141;-1.8583209825521319;6.451494637621161;7.819402681854382;-6.332796322542961;1.1112931809786624;3.1607244699713912;-2.872731986458387;-6.794907653789878;-1.4842367928794649;2.351344725208167;2.7200451587830017;10.877355139586694;8.626146994055475;-3.580903618229108;-0.22136263994225563;0.5301310168801183;8.893223250899059;2.7446330141970985;-3.4285267173565095;-5.949035731827946;-3.1621916131375927;7.647806169703447;6.3005371671417985;5.030989370326547;-0.2885189566965571;13.596710996573782;-1.3083400027240475;bombay
-3.151505028174791;-4.313925548860439;1.9689664904482662;-9.34798224580532;-5.665983824585427;7.891634856516752;1.7952840988160117;-1.1607418431063943;2.2120303093707014;-4.031219735384395;0.1856509160548373;1.317160362921491;1.38865937713946;0.5699131610224306;1.7931980777190926;1.7655309333251556;-3.56140727278314;-4.411451414960621;2.0232409025034426;-1.389802171467724;-1.3888878600354553;-5.245510141131757;1.7137080717810256;4.114107996645149;3.4693594175160443;-1.179473370588223;-6.012055765747462;-1.7386155092245756;-1.2236282067967432;-3.2627991504835747;bombay
3.8624057393130076;-3.4024426622356563;3.0105784523815777;-8.047717379368644;7.795386257263298;-7.393649510926934;-0.9788038840437672;-5.1222965439963035;2.5355432398002264;-1.880075317722272;8.063909825743437;11.711890799952547;3.798285420545311;1.160227963339882;1.552646810808018;6.138237543794409;3.5665879696018603;-2.3674356150269613;-0.9215969515771488;2.1271496510052215;2.172315908095932;9.215757894076528;0.49054686874164405;-1.1177929028758338;9.77135758576594;1.884886205634167;6.646956750516872;5.765638858668406;-0.6809112257419446;1.2503792273582204;ragdoll
15.169730539205382;-2.1118331142024105;-1.5276318554563753;11.11902425657866;-4.587692687758684;-5.4219584637516025;-9.849427800585623;-6.706512347369652;-4.751166053459799;0.15342413499618388;1.4165013192870282;-1.4325492990799096;3.2379710896328695;7.641176013897217;2.490689838429748;5.715247658033415;-0.24085130079056316;2.812702691182404;2.194801656474558;7.889568659831418;-0.0812188205514474;-0.556526896465934;-0.33747565432287013;2.1430780553619204;-2.6739139841235775;-6.917127992455629;-1.3849113782887936;2.1587469329341187;-3.827511719173021;0.43778344275993225;ragdoll
0.29151962355235495;11.591619631938277;-0.8775393887365915;3.211030157559481;-8.030816744557642;-0.17601911335316522;13.526805709107736;-5.674294603019318;-5.642333544337189;-0.8895403506590398;3.661813245144133;-6.372324773391309;-6.394638723821215;-4.077759199075977;-0.5216607726081202;1.7738367931452;-6.559517821378405;-11.16390687294268;2.979751049933443;0.9745686186781619;1.705685335521296;4.077687373782672;-3.289823345290796;-4.931744555199735;2.7855266672312764;7.927255582831645;1.6077118264568433;-3.108476480860572;-1.5179283592650128;-7.368508616922488;bombay
-0.9857359126050853;2.151018685040121;5.426464204858232;-8.643544231849342;2.6526753570555583;-0.4155492786710265;0.9911320158485964;2.13533773396105;-3.6714365546342993;5.40664356674497;7.5195477621471705;-0.9677879540747156;9.260623752692842;-2.0684288008608522;-6.730697741998561;5.878798382526538;-5.638752540821144;-1.357175438784322;0.1885731721588206;0.20915475291825028;2.1920126671553075;7.463938508228711;1.898856452583338;-3.539450812796056;3.8974987403319274;0.8744676928712827;1.735668385534308;7.1226958102640685;-1.9015871573375502;9.906077250168124;ragdoll
-2.5447469350242153;-5.247500141744577;-4.129218796888157;-1.4358898996287917;-2.9319588050412535;1.8853502272558833;-1.5798018797835622;5.472816594377954;-4.844017019087995;4.867679876499703;2.9226800958738246;-6.967922026221667;-2.7143545949144583;-0.31497331200781425;-6.163609437603508;-2.554972592463746;-1.0972444586177805;5.100334788965042;-0.5312434417996768;-0.9306281907160493;4.4869415578976515;-3.7937153756052564;-0.0011671669037150389;-2.6009770991494556;-3.8383672944854643;-1.6641316246647488;5.630139730252894;3.9146644067291954;2.3270639960868933;1.5614838535530398;staffordshire_bull_terrier
14.298049248638312;0.40495010166170115;8.903249639135;-5.723172483109645;-6.552780984257902;13.858503699354557;0.7033912414685972;-5.86989533762758;4.977031719702377;0.6989354630930354;1.4608463988159874;-0.021027671318680146;-4.526322775387846;2.1309173554496286;0.41129262021453755;11.706089408696302;-0.48974833951446556;1.12866945999658;-5.508469481235294;-0.49474723307003254;-3.359536571156444;4.798057786487929;-2.014281010799965;-5.098487724162295;1.9016557020650768;-1.5567713184887442;-8.079021011352676;-1.663222746797143;-1.9546956926296117;-2.4488846772873365;bombay
-3.3148492575746844;-4.149820206105978;-1.8801698909061468;-2.544982810358622;-8.366992006326765;3.8089664882324414;-4.690709178708317;1.092811202373832;-9.61020471392807;-1.977900838956145;6.092961042543181;5.286685343769185;7.896546095647333;-6.752208479665916;5.31314132658653;0.056490008255211284;0.15827927128985292;1.2865385148299977;-6.586260268344362;-4.8450845322041385;8.189832002107059;6.059463176794889;-4.275130875460914;-1.612646523049236;1.6752497509354172;-1.8704837468120563;0.23520090750529252;-0.11311689642258202;-4.1477496138202135;1.353470397846087;bombay
-12.567876576357474;17.017560375927076;9.222348379037516;-6.34700738562713;0.45166555869184993;-5.3416893021702645;-5.293620041837893;8.199326752911308;3.9264293519325255;-0.12077609810844535;2.661267212488883;-6.277013021707425;-0.5332453116131678;-0.5388706264337539;-11.44233414989635;-3.3328609366821156;0.7886956339233951;-6.699630709678741;7.276027744595883;-6.904968691949901;0.6131495617270661;-4.633294650975748;2.8548395163580667;2.904531156970727;2.411873713888748;-1.2810652787637073;-2.4662204788010014;-0.4067972183921357;3.3227830796460402;3.21464893436904;samoyed
