principal_component_0;principal_component_1;principal_component_2;principal_component_3;principal_component_4;principal_component_5;principal_component_6;principal_component_7;principal_component_8;principal_component_9;principal_component_10;principal_component_11;principal_component_12;principal_component_13;principal_component_14;principal_component_15;principal_component_16;principal_component_17;principal_component_18;principal_component_19;principal_component_20;principal_component_21;principal_component_22;principal_component_23;principal_component_24;principal_component_25;principal_component_26;principal_component_27;principal_component_28;principal_component_29;principal_component_30;principal_component_31;principal_component_32;principal_component_33;principal_component_34;principal_component_35;principal_component_36;principal_component_37;principal_component_38;principal_component_39;principal_component_40;principal_component_41;principal_component_42;principal_component_43;principal_component_44;principal_component_45;principal_component_46;principal_component_47;principal_component_48;principal_component_49;principal_component_50;principal_component_51;principal_component_52;principal_component_53;principal_component_54;principal_component_55;principal_component_56;principal_component_57;principal_component_58;principal_component_59;principal_component_60;principal_component_61;principal_component_62;principal_component_63;principal_component_64;class
7.3985848503898906;4.368528879992227;-6.9191369044610305;-0.8021414646908065;6.623308834910357;-2.934623979805836;-8.220245555758066;7.467218488409022;-0.7057669110807151;1.1661791867195783;3.637934081433483;-1.1971738426597964;3.079468279838815;-3.312760329011674;-3.920908506456335;1.481514824272607;-0.8789203130045636;1.5440672177926944;-0.25175833104714146;-6.48859798642569;1.073432096929849;2.2570730431179413;-0.33627907174804955;-2.623486947525445;-2.0562631469958874;-4.293456768587601;-3.167762685365161;-3.27002211224868;-0.2585281811571057;3.0662505951543793;-1.7207366329235338;-3.972090848512214;0.3695923639166573;2.5678329103711066;-3.9970117377908054;4.2608151468099535;-3.3041891848971328;1.942231621003896;-0.5965212549479405;2.792116327672589;1.864596246545996;3.690487146233613;-1.5308364704604878;2.550627604808591;4.4101138656730745;-1.4802075739617333;5.466019604741341;-1.5575165430728233;0.3317588897005499;-2.6446755593083;-0.4088324183866345;-4.978078323599574;-2.1638608827208747;-3.694742211772241;-2.809561103957451;0.1681411161043135;-1.6291588842765112;-0.6824435639234477;6.18349778586005;5.8772623663308226;-1.0537091159523677;1.7744061548953145;3.55288572842796;-1.5246717120092301;-1.1799382035787962;wheaten_terrier
-8.136875477318995;-10.351834627158816;-2.298174198777402;2.751202032340724;0.46637763254090203;-0.9428126597878281;0.7115263515403208;-4.15935859975444;0.9286430127021148;3.0067268716678535;0.6624214705954989;1.6039578644377415;2.0588504343043814;2.5133298781933964;1.7272204352197489;-2.8559028201446246;-3.0140508747527055;-3.4858466922273017;1.2586978682508585;5.227852728098736;-0.9066683189434337;3.422518539616675;1.1512321833733792;-0.584464723155339;2.621809757599505;0.8623978893404034;-1.7140396900848809;-0.25000289996223896;1.2188228786833104;2.5715000851024157;1.8021557778465451;2.161776910253647;-0.3001800866908936;0.6043660120487235;-1.413837032685103;4.424659797611119;-3.021965000372663;1.1344726771753144;3.5475858921487387;-0.2952208469021841;-1.467594461382007;2.2003599058478573;-1.382313931229221;-1.9326158849564459;-0.19962714929193848;-0.18633456860156605;-0.5719551650426673;1.204127161439778;3.161403711385978;-0.05467452401897012;1.3334143217858774;-2.3566223329755704;-1.4218809747386272;2.2249599787789514;-0.5685566543784962;-0.01977884053996093;-2.7942196102436387;-0.10187645851468054;1.9163642923610573;-0.05331422289803341;0.9312205422604463;-1.966333441950171;-0.07409620482509353;1.289641265456152;-1.2740105053390358;wheaten_terrier
-14.494183100342655;-0.8699794141171322;5.498247287433765;5.6988193877845665;-6.579189710972809;-0.3391049755903484;-2.565976549447135;-6.88977834189809;0.7239533181983494;0.8148356429493506;-1.9551259559450835;1.0024917880413475;7.442885687665046;2.990467225168003;-1.2011890515495938;3.1580272313781355;3.8745000507494787;8.327299048687106;3.5509659083191734;-3.864720398054396;1.5127984807209045;-1.6872435300107167;-4.393569592244299;6.861606587796208;0.3610301414909098;3.1753867610563797;5.712375317367408;1.7576169445768894;1.8376627358835593;-3.4544859330486872;4.781625960095071;-0.427081376224281;-1.6347587895640914;-3.0957359220062317;3.2336670543360224;5.313967524667251;-5.746302404924189;-1.400693696818512;0.4976214063211085;-1.1677861741719304;1.5294467808782968;1.3418743050603463;0.40890283275967937;-0.7792649051823074;-2.372419246580817;-0.5579375500739837;-0.7105901303216002;-0.4779008148940613;0.28065082428663884;-0.3603962649117486;-0.699075062230919;-1.0008415381504219;-2.2170340128273107;1.5713959027833608;-1.1795173722082206;-0.5953880277122766;-0.628109059981161;-2.0141027349550815;1.0581033429339677;-3.631380980424638;0.11197495174653918;-0.32410613422957146;0.1868467808044574;3.6059880323314104;-2.6273498258919132;wheaten_terrier
-5.774605768246046;-0.904486277561678;-2.9734721309126066;-1.7483599320017564;-7.598607478916953;6.019391277141674;-1.074619206654406;-1.9758319332352325;-3.4471898940233694;1.409636853264043;2.8320331485869814;3.933356301300572;2.046423331400062;-3.2059080704499556;10.831166911055584;5.479710389534794;7.212845832811637;0.32529084072268605;-3.034190167173724;0.7801271320405081;0.8090534337858937;2.3805349479079547;0.779147415192149;-5.1008879996167265;0.5496968465362287;-2.12344841757655;-4.152199145499636;0.41466733643995196;1.2900520768733605;2.399088630827406;0.8317934766087584;-2.744347720064037;5.471780588741688;-0.9121442273062094;3.853628239841444;5.041042529959663;-4.250730538213464;0.3093502462187497;-2.5570846146565347;4.217842918751726;-1.426764447275708;-4.862912526098875;3.635542269511123;-3.2905568443854274;0.837918868349411;4.104688735763389;0.5366460058380068;0.9429244917211553;0.7563041574488234;-0.38585785837406633;-0.29154549683162384;-1.0786265469947856;-1.953358805742426;3.4798522554797535;3.4401059588557352;0.4859971884028001;2.258097134715462;2.184469184620121;1.2801059346018586;-2.018850468862164;-3.9600190264984287;-0.7652948969538363;-0.11636807543547374;-5.847239107984625;0.5346509600176832;bombay
-12.3318152635481;-3.209559192428096;6.356022155279097;0.48964849667866545;6.511958912460141;-2.108263127193401;-3.251624281327679;1.2889328179398352;-3.7198456930181956;2.1387666851856393;2.0708528132567703;3.568870064655817;0.7477430137171204;-3.4546536112347366;2.1732120023568267;2.268295888709905;3.859579011684427;-2.746926194270835;0.5622046559206075;-3.3576819306454815;-0.13666636042165523;5.785856424522704;-0.545475814149588;0.11767341824275439;-6.7844058292145375;5.235029135457018;-4.889641789674292;2.27520292220007;-2.8271654851599575;2.639538986668485;0.8831837486957775;-1.3303089852626946;-4.666787153181081;-3.7992771892601054;-2.9783144402975537;3.1668631890076604;4.724679423478677;-0.9471119146140417;0.2846858600092365;-0.4011920086311043;-0.42991079771884555;-3.417672207012896;1.6647441721612708;3.9600599136349284;-1.3871153291882785;2.561463908860445;0.40037911485488775;-1.6550206426992702;3.8997712134704803;-0.9963254685152944;-1.5070111464874454;-4.097691764951756;-0.6238493894223632;1.1521961531127594;4.94678864518493;1.8508501872073646;1.9877807164082504;-0.2953764482024403;0.9472278433535198;0.8794379772209685;0.1175738624635955;0.2601492071635305;1.3541239300071444;-1.6697851387306333;0.7212680335266819;samoyed
-4.173260637720831;-6.053701639483595;-1.6066020057758663;-8.974952397426668;-10.503074124616466;3.590301044880599;-4.474521847141538;0.7609518961662624;4.716246165842447;-1.750788473651532;4.120367893327238;4.362413695351475;-3.497297753525127;7.58728636629862;0.09981684963691878;-2.8473172987932953;-2.819395110826027;-4.253448033820901;-2.144876839403907;-1.0989828333250402;-5.597644684886152;0.5804603484363215;7.370061404635107;-0.6993078364912679;-1.4391085471335001;-5.096091501434253;0.7879531233860697;1.8497670401421547;1.7547128680332298;5.287189881133967;-3.69782831380787;7.248008015195415;-0.627240480240697;-2.4041635567873962;-2.81264430549704;4.638944839138999;3.38346495988425;-0.011011320544107908;-1.6287037524967716;6.683415066512863;1.6543397427661755;1.2956042477830017;-2.0974440062743636;1.4221374272278449;1.6382346175242017;-1.6767827868637883;-6.919458441047983;0.007006293606736335;-1.987847038057601;3.669558936147097;0.31411513393431567;3.8652486250889386;-2.269598120691656;6.389667007550208;2.9242772520261178;2.071288008376459;3.5475708830929378;-5.156050549368704;1.2627866439871755;-0.16223176282123067;0.18410155654851404;-3.7356230532328296;1.652569559839556;-0.25975628865949996;1.0318347800015246;ragdoll
-1.3001650779202394;-0.45169547705900237;19.639899913805102;0.9220024045769963;2.891922314199035;4.50651973716334;1.6182633507562227;-2.4511530344802295;2.902416473765856;6.455886656097921;-1.4892829280766149;1.5162910422781644;-4.087417987656915;-0.5075435795567578;6.26773678186796;6.22062135516251;-2.9661123232728728;2.904889073665141;-3.84661227263992;-9.219948178862289;-0.5359759091904148;-3.8995042562889766;-1.341348962107822;-2.1377763984496743;-1.8414870844158833;0.6604031753113222;2.5757301838598745;3.337675396708037;-4.712859756317306;-2.267847407139244;6.7271051680391265;-0.7695160122286001;0.12321197906257243;-1.5466792077967357;-4.857979756582897;-3.8306514768381774;1.5517069810382065;-2.599792745413423;1.8767839317442245;0.5267834840555534;1.4267985099812417;-0.2728495918195061;-0.9360215793900378;-0.5949400653740834;-2.9984695526278804;-1.5799430746351493;-2.5636645874396584;-2.0904448743907125;1.3182107187163061;1.6664187183110284;-2.8477348345877513;1.6731909270056398;-1.3318719278605136;-2.550700843351832;-2.010591103879779;2.293637818093355;-5.0208040642264296;1.8587349618114473;3.0153232817491067;-2.16059127513056;3.473869402436011;1.0519933780175075;1.888656204023534;2.9765762838569434;1.4008732336082947;samoyed
-6.67545040868748;-6.303295380985435;3.349031656056544;4.919916513993032;1.9228461041486677;-2.7802104982047493;6.123941164859024;-3.3764993549786757;-3.021445872541502;1.6188414463825025;3.440885891224765;4.1952259585402345;-4.535584658203396;-2.7000950705635334;7.233018787861801;2.443650755082019;4.217220081370367;-7.301336398308398;3.7706755609673084;1.5996618446834834;0.9082253623164578;9.487142101602258;0.06823845836582679;-0.956171255222295;-1.3608534021474366;0.7440202580456314;-5.281237724696077;-2.2998070808501905;0.22767253000398824;-0.40823970995001674;1.832189858281538;-3.1794509344494726;-0.5675928247970526;0.6482231343915726;-2.1976434997773184;3.231384025419194;-0.09182197766152413;-1.478759649790624;1.7685203910840424;3.5835342023059633;-6.269673081216673;2.606612333317814;-0.5825538235960112;2.8502139721981323;-1.358076303961823;-1.227136819597076;-0.7559464804522736;0.5292426289774581;1.3952089558117529;3.1602144717817753;0.8406696718283316;3.471321155612366;1.7760094013099534;-5.257672565615941;5.5232428820618304;2.97247212244505;-2.9187376930700943;0.5821158496300892;2.865523771466755;-0.41466780519814167;-3.4476636941508807;1.8159228734444475;1.9680982206012478;-3.4462159471754528;1.6784652076151474;samoyed
2.3918639882438977;-2.780384417362569;6.465586455633143;1.032244829487889;-5.452204442103444;0.4867902100980371;-4.925647773031651;-1.173575145193673;3.1897280260599463;-0.3274099191379245;1.3274546858113192;-1.6485900398214401;-0.6864822132005255;3.1052305466267156;3.0012512566814005;-2.2002165930042388;0.8995091899665216;-1.2968751238829697;-3.9394776213002514;-0.06099012173190013;2.1217498040296525;2.2570227986756866;3.616214902143053;-2.502165411186606;0.41392984835398033;7.116703884059709;-0.04218236402534768;-0.5123406756072926;0.4896128114776243;-1.2715954553649182;0.2867427380856027;-2.2079278041089028;5.148781585812152;0.9516110036371568;-6.121500712181337;-2.9070781052681114;-1.878234117128763;-0.20476955756064175;4.449538898561588;-6.231762617384533;-8.571884616624196;0.2688260530294664;-0.7919269969651925;-0.3907771522344329;-4.017407961371209;0.559062492320126;0.9495699905396797;-0.7680306759553192;-2.146855947195589;4.542693400709417;0.4355484623543489;3.325168314495288;-2.7225727285983976;-1.4654995182310757;2.541248884997774;-0.9949864470232088;-3.8132572769879585;-1.491352537279227;-1.5295365259263394;-2.77087005318682;2.604376530389417;-3.4473844835721934;0.20091492207994852;-3.6577873366239326;-0.8832995556341956;ragdoll
-8.078696397912246;-3.3650920954381345;-4.061011326726857;-5.6826207830173585;1.3861007500289708;-1.212023907930597;-1.6531469224351993;-1.1925643188974284;-2.642487584530361;1.6091260586880016;-1.3638992548858375;-4.188437342824303;-7.05605964107291;-5.072893269075259;-0.2669018932675337;-0.01636812700412676;4.462897754118927;2.394675229846986;10.418059335981301;-3.737856978242531;-3.0963569776126922;2.8241950434318257;-4.084247224470216;-1.262707663197398;-0.09707700343391956;-1.8061293627562383;-5.967895526268026;4.826665115532564;1.4224967585012949;0.36869642688444587;-1.9515832110907172;-3.5082273127804897;1.030138875425704;4.59076869803086;0.35195250661060123;-1.9336041156312351;0.9031993191342339;1.1229403956027684;1.6815337747902843;0.900486077906327;-1.4415335961343931;2.3725487186623635;-0.11653262018131792;5.492478444472886;-0.1833086664463828;-1.5135079008791947;2.862521888497831;1.6586494834313794;2.0621728001841895;1.0054609009015074;-1.2417103377814684;1.0959407911234709;1.6816688114293659;-0.682606450088865;-4.62257309820077;-2.0175469666406687;2.8835265403803483;0.26369743025633385;3.2071364223092305;-3.1053962307348857;1.0014896064873196;-1.2540382948669264;-0.8668300677085614;0.4211056388485793;5.209321704030378;ragdoll
